Sample	Mut_Rate	Fitness	Nodes	Leaves	Tree_Score
Clonal_evolution_65469312.dat	0.000010000000	0.000900000000	1	1	0.000000
Clonal_evolution_65469782.dat	0.000080000000	0.000600000000	4	2	0.333333
Clonal_evolution_65471616.dat	0.000080000000	0.006000000000	5	4	0.750000
Clonal_evolution_65476351.dat	0.000000700000	0.000500000000	1	1	0.000000
Clonal_evolution_65478372.dat	0.000010000000	0.000900000000	2	1	0.000000
Clonal_evolution_65479648.dat	0.000000900000	0.000100000000	1	1	0.000000
Clonal_evolution_65484488.dat	0.000600000000	0.003000000000	8	4	0.750000
Clonal_evolution_6548577.dat	0.000040000000	0.006000000000	2	1	0.000000
Clonal_evolution_65486248.dat	0.000003000000	0.002000000000	2	1	0.000000
Clonal_evolution_65489078.dat	0.000090000000	0.006000000000	4	2	0.333333
Clonal_evolution_65491013.dat	0.000000200000	0.000300000000	2	1	0.000000
Clonal_evolution_65494012.dat	0.000030000000	0.002000	4	3	0.666667
Clonal_evolution_65497579.dat	0.000600000000	0.050000000000	4	3	0.666667
Clonal_evolution_65508010.dat	0.000050000000	0.000100000000	12	8	0.795455
Clonal_evolution_65508117.dat	0.000004000000	0.000800000000	3	2	0.500000
Clonal_evolution_65512356.dat	0.000008000000	0.004000000000	3	2	0.500000
Clonal_evolution_65519871.dat	0.000009000000	0.007000000000	2	1	0.000000
Clonal_evolution_6552242.dat	0.000050000000	0.010000000000	2	1	0.000000
Clonal_evolution_65526318.dat	0.000000800000	0.000200000000	1	1	0.000000
Clonal_evolution_65526951.dat	0.000000900000	0.004000000000	1	1	0.000000
Clonal_evolution_65527408.dat	0.000000800000	0.000800000000	1	1	0.000000
Clonal_evolution_65527705.dat	0.000003000000	0.006000000000	1	1	0.000000
Clonal_evolution_65534251.dat	0.000200000000	0.002000000000	9	7	0.839286
Clonal_evolution_65534785.dat	0.000060000000	0.009000000000	2	1	0.000000
Clonal_evolution_65535686.dat	0.000000900000	0.002000000000	1	1	0.000000
Clonal_evolution_65539360.dat	0.000030000000	0.005000000000	3	2	0.500000
Clonal_evolution_65544884.dat	0.000080000000	0.002000000000	4	2	0.500000
Clonal_evolution_6554730.dat	0.000050000000	0.002000000000	4	2	0.500000
Clonal_evolution_65547364.dat	0.000040000000	0.000600000000	11	8	0.875000
Clonal_evolution_65547902.dat	0.000000800000	0.000300000000	1	1	0.000000
Clonal_evolution_65551194.dat	0.000000400000	0.000100000000	2	1	0.000000
Clonal_evolution_65551348.dat	0.000005000000	0.000100000000	4	3	0.666667
Clonal_evolution_65556713.dat	0.000000600000	0.005000	1	1	0.000000
Clonal_evolution_65557464.dat	0.000000100000	0.000100000000	1	1	0.000000
Clonal_evolution_65557647.dat	0.000020000000	0.000100000000	10	5	0.733333
Clonal_evolution_65557954.dat	0.000030000000	0.050000000000	2	1	0.000000
Clonal_evolution_65559847.dat	0.000000700000	0.100000000000	1	1	0.000000
Clonal_evolution_65562168.dat	0.000001000000	0.000400000000	3	2	0.500000
Clonal_evolution_65562419.dat	0.000000300000	0.000500000000	1	1	0.000000
Clonal_evolution_655646.dat	0.000000300000	0.001000000000	1	1	0.000000
Clonal_evolution_65566799.dat	0.000070000000	0.000400000000	12	5	0.727273
Clonal_evolution_65569080.dat	0.000000700000	0.050000000000	1	1	0.000000
Clonal_evolution_65569614.dat	0.000050000000	0.009000	1	1	0.000000
Clonal_evolution_65573638.dat	0.000008000000	0.001000000000	4	3	0.666667
Clonal_evolution_65582982.dat	0.000008000000	0.009000000000	1	1	0.000000
Clonal_evolution_65585990.dat	0.000000100000	0.002000000000	1	1	0.000000
Clonal_evolution_65586025.dat	0.000003000000	0.001000000000	2	1	0.000000
Clonal_evolution_65587575.dat	0.000000900000	0.000500000000	1	1	0.000000
Clonal_evolution_65589234.dat	0.000030000000	0.000800000000	4	3	0.666667
Clonal_evolution_65593514.dat	0.000000100000	0.000200000000	2	1	0.000000
Clonal_evolution_6559678.dat	0.000008000000	0.000400000000	2	1	0.000000
Clonal_evolution_6560170.dat	0.000020000000	0.000800000000	2	1	0.000000
Clonal_evolution_65601835.dat	0.000009000000	0.000300000000	4	3	0.666667
Clonal_evolution_65603417.dat	0.000080000000	0.900000000000	1	1	0.000000
Clonal_evolution_65605421.dat	0.000040000000	0.000400000000	3	2	0.500000
Clonal_evolution_65608618.dat	0.000001000000	0.000200000000	3	2	0.500000
Clonal_evolution_65609230.dat	0.000020000000	0.004000000000	1	1	0.000000
Clonal_evolution_65609405.dat	0.000040000000	0.006000	1	1	0.000000
Clonal_evolution_65618175.dat	0.000000400000	0.001000000000	1	1	0.000000
Clonal_evolution_65621713.dat	0.000000600000	0.100000000000	1	1	0.000000
Clonal_evolution_65623392.dat	0.000000700000	0.000900000000	1	1	0.000000
Clonal_evolution_65626665.dat	0.000050000000	0.005000000000	3	2	0.500000
Clonal_evolution_65627076.dat	0.000000600000	0.001000000000	1	1	0.000000
Clonal_evolution_65627667.dat	0.000090000000	0.000900000000	9	6	0.812500
Clonal_evolution_65628710.dat	0.000100000000	0.009000000000	2	1	0.000000
Clonal_evolution_65628902.dat	0.000000400000	0.000600000000	1	1	0.000000
Clonal_evolution_65631894.dat	0.000000300000	0.002000000000	1	1	0.000000
Clonal_evolution_65636086.dat	0.001000000000	0.001000000000	3	1	0.000000
Clonal_evolution_65638325.dat	0.000000600000	0.007000000000	1	1	0.000000
Clonal_evolution_65638349.dat	0.000000700000	0.005000	1	1	0.000000
Clonal_evolution_65638872.dat	0.000020000000	0.004000000000	4	3	0.666667
Clonal_evolution_65640553.dat	0.000004000000	0.006000000000	1	1	0.000000
Clonal_evolution_65648627.dat	0.000300000000	0.000400000000	7	3	0.555556
Clonal_evolution_65650250.dat	0.000000600000	0.050000000000	1	1	0.000000
Clonal_evolution_65653623.dat	0.000030000000	0.900000000000	1	1	0.000000
Clonal_evolution_65655091.dat	0.000080000000	0.000300000000	6	3	0.666667
Clonal_evolution_65657790.dat	0.000000200000	0.100000000000	1	1	0.000000
Clonal_evolution_65658809.dat	0.000000100000	0.010000000000	1	1	0.000000
Clonal_evolution_65664198.dat	0.000020000000	0.006000	2	1	0.000000
Clonal_evolution_65668450.dat	0.000001000000	0.000100000000	3	2	0.500000
Clonal_evolution_65668849.dat	0.000009000000	0.003000000000	2	1	0.000000
Clonal_evolution_656743.dat	0.000020000000	0.003000000000	3	2	0.500000
Clonal_evolution_65675633.dat	0.000090000000	0.500000000000	1	1	0.000000
Clonal_evolution_65678713.dat	0.000001000000	0.003000000000	1	1	0.000000
Clonal_evolution_6567978.dat	0.000003000000	0.000100000000	4	2	0.500000
Clonal_evolution_65681008.dat	0.000100000000	0.050000000000	3	2	0.500000
Clonal_evolution_65683757.dat	0.000030000000	0.000900000000	6	5	0.800000
Clonal_evolution_65685233.dat	0.000000900000	0.001000000000	1	1	0.000000
Clonal_evolution_65687216.dat	0.000010000000	0.900000000000	1	1	0.000000
Clonal_evolution_65688671.dat	0.000060000000	0.006000000000	3	2	0.500000
Clonal_evolution_65688719.dat	0.000001000000	0.000500000000	1	1	0.000000
Clonal_evolution_656925.dat	0.000000800000	0.100000000000	1	1	0.000000
Clonal_evolution_65693186.dat	0.000000300000	0.050000000000	1	1	0.000000
Clonal_evolution_65695276.dat	0.000000800000	0.000600000000	1	1	0.000000
Clonal_evolution_65696746.dat	0.000007000000	0.500000000000	1	1	0.000000
Clonal_evolution_65698251.dat	0.000100000000	0.004000000000	5	3	0.583333
Clonal_evolution_65699159.dat	0.000000900000	0.000200000000	1	1	0.000000
Clonal_evolution_65699845.dat	0.000030000000	0.000600000000	8	6	0.714286
Clonal_evolution_65700585.dat	0.000060000000	0.009000000000	2	1	0.000000
Clonal_evolution_6570176.dat	0.000003000000	0.002000000000	1	1	0.000000
Clonal_evolution_65706099.dat	0.000000400000	0.007000000000	1	1	0.000000
Clonal_evolution_65706469.dat	0.000000800000	0.500000000000	1	1	0.000000
Clonal_evolution_65707340.dat	0.000007000000	0.009000000000	2	1	0.000000
Clonal_evolution_65709701.dat	0.000004000000	0.010000000000	2	1	0.000000
Clonal_evolution_65717156.dat	0.000030000000	0.000800000000	4	3	0.666667
Clonal_evolution_65721067.dat	0.000010000000	0.006000000000	2	1	0.000000
Clonal_evolution_65721415.dat	0.000050000000	0.001000000000	5	4	0.750000
Clonal_evolution_6572305.dat	0.000080000000	0.050000000000	2	1	0.000000
Clonal_evolution_65723444.dat	0.000000100000	0.100000000000	1	1	0.000000
Clonal_evolution_65728599.dat	0.000000800000	0.001000000000	1	1	0.000000
Clonal_evolution_6572943.dat	0.001000000000	0.000600000000	4	1	0.000000
Clonal_evolution_65734778.dat	0.000002000000	0.002000000000	1	1	0.000000
Clonal_evolution_6573556.dat	0.000006000000	0.000300000000	2	1	0.000000
Clonal_evolution_65736917.dat	0.000001000000	0.006000000000	2	1	0.000000
Clonal_evolution_65739545.dat	0.000600000000	0.000900000000	5	1	0.000000
Clonal_evolution_65740463.dat	0.000002000000	0.000100000000	3	2	0.500000
Clonal_evolution_65745236.dat	0.000020000000	0.000900000000	4	3	0.666667
Clonal_evolution_65750002.dat	0.000080000000	0.010000000000	3	2	0.500000
Clonal_evolution_65751560.dat	0.000090000000	0.000600000000	10	6	0.814815
Clonal_evolution_65754010.dat	0.000040000000	0.004000000000	4	3	0.666667
Clonal_evolution_65755465.dat	0.000000700000	0.000800000000	1	1	0.000000
Clonal_evolution_65755627.dat	0.000000300000	0.004000	1	1	0.000000
Clonal_evolution_65756647.dat	0.000030000000	0.009000000000	1	1	0.000000
Clonal_evolution_65757279.dat	0.000040000000	0.000800000000	7	6	0.833333
Clonal_evolution_65759754.dat	0.000020000000	0.003000	2	1	0.000000
Clonal_evolution_65760995.dat	0.000005000000	0.003000000000	1	1	0.000000
Clonal_evolution_65765799.dat	0.000080000000	0.000200000000	10	6	0.740741
Clonal_evolution_65767704.dat	0.000050000000	0.010000000000	2	1	0.000000
Clonal_evolution_65768235.dat	0.000500000000	0.003000000000	7	3	0.666667
Clonal_evolution_65769631.dat	0.000000100000	0.050000000000	1	1	0.000000
Clonal_evolution_65770000.dat	0.000030000000	0.000400000000	11	10	0.900000
Clonal_evolution_65772295.dat	0.000003000000	0.000100000000	5	3	0.666667
Clonal_evolution_6577407.dat	0.000800000000	0.010000000000	6	3	0.666667
Clonal_evolution_65776596.dat	0.000000200000	0.004000000000	1	1	0.000000
Clonal_evolution_65778425.dat	0.000005000000	0.000600000000	4	2	0.500000
Clonal_evolution_65784326.dat	0.000050000000	0.000600000000	6	4	0.600000
Clonal_evolution_65787862.dat	0.000070000000	0.007000000000	6	5	0.800000
Clonal_evolution_65791990.dat	0.000005000000	0.009000	1	1	0.000000
Clonal_evolution_65793253.dat	0.000004000000	0.000800000000	2	1	0.000000
Clonal_evolution_65796002.dat	0.000080000000	0.009000000000	3	2	0.500000
Clonal_evolution_65799305.dat	0.000030000000	0.009000000000	2	1	0.000000
Clonal_evolution_65801521.dat	0.000080000000	0.000900000000	11	7	0.842857
Clonal_evolution_6580367.dat	0.000009000000	0.000300000000	2	1	0.000000
Clonal_evolution_65807524.dat	0.000004000000	0.002000000000	3	2	0.500000
Clonal_evolution_65813475.dat	0.000090000000	0.002000000000	7	4	0.625000
Clonal_evolution_6581618.dat	0.000080000000	0.500000000000	1	1	0.000000
Clonal_evolution_65819262.dat	0.000000800000	0.900000000000	1	1	0.000000
Clonal_evolution_65821660.dat	0.000040000000	0.000900000000	3	2	0.500000
Clonal_evolution_65821978.dat	0.000005000000	0.050000000000	1	1	0.000000
Clonal_evolution_65822146.dat	0.000006000000	0.500000000000	1	1	0.000000
Clonal_evolution_65825628.dat	0.000070000000	0.004000000000	5	4	0.750000
Clonal_evolution_65828136.dat	0.000001000000	0.500000000000	1	1	0.000000
Clonal_evolution_65829871.dat	0.000020	0.004000	2	1	0.000000
Clonal_evolution_6583117.dat	0.000002000000	0.500000000000	1	1	0.000000
Clonal_evolution_65831388.dat	0.000020000000	0.500000000000	1	1	0.000000
Clonal_evolution_65832764.dat	0.000002000000	0.000300000000	3	2	0.500000
Clonal_evolution_65834103.dat	0.000009000000	0.000600000000	2	1	0.000000
Clonal_evolution_65837108.dat	0.000000600000	0.500000000000	1	1	0.000000
Clonal_evolution_65837888.dat	0.000000800000	0.000300000000	1	1	0.000000
Clonal_evolution_65838337.dat	0.000000100000	0.007000000000	1	1	0.000000
Clonal_evolution_65839766.dat	0.000040000000	0.500000000000	1	1	0.000000
Clonal_evolution_65844732.dat	0.000008000000	0.000900000000	2	1	0.000000
Clonal_evolution_65845054.dat	0.000001000000	0.000900000000	1	1	0.000000
Clonal_evolution_65847603.dat	0.000000100000	0.000200000000	1	1	0.000000
Clonal_evolution_65848714.dat	0.000080000000	0.005000000000	9	6	0.833333
Clonal_evolution_65849870.dat	0.000000400000	0.000800000000	1	1	0.000000
Clonal_evolution_6585338.dat	0.000009000000	0.009000000000	2	1	0.000000
Clonal_evolution_65855394.dat	0.000070000000	0.100000000000	1	1	0.000000
Clonal_evolution_6585633.dat	0.000040000000	0.000500000000	6	4	0.750000
Clonal_evolution_65863356.dat	0.000009000000	0.004000000000	1	1	0.000000
Clonal_evolution_65864285.dat	0.000010000000	0.002000000000	2	1	0.000000
Clonal_evolution_65865570.dat	0.000000200000	0.002000000000	1	1	0.000000
Clonal_evolution_6586871.dat	0.000000700000	0.000600000000	1	1	0.000000
Clonal_evolution_65869359.dat	0.000000800000	0.003000000000	1	1	0.000000
Clonal_evolution_65871974.dat	0.000000600000	0.000100000000	1	1	0.000000
Clonal_evolution_65875691.dat	0.000080000000	0.100000000000	2	1	0.000000
Clonal_evolution_65876343.dat	0.000400000000	0.009000000000	11	8	0.875000
Clonal_evolution_65878382.dat	0.000090000000	0.002000000000	4	3	0.666667
Clonal_evolution_65882832.dat	0.000005000000	0.000300000000	3	2	0.500000
Clonal_evolution_65887717.dat	0.000020	0.006000	2	1	0.000000
Clonal_evolution_65888538.dat	0.000090000000	0.000800000000	6	3	0.600000
Clonal_evolution_6588855.dat	0.000030000000	0.100000000000	1	1	0.000000
Clonal_evolution_65888596.dat	0.000010000000	0.006000000000	2	1	0.000000
Clonal_evolution_65888756.dat	0.000000500000	0.003000000000	1	1	0.000000
Clonal_evolution_65890189.dat	0.001000000000	0.009000000000	10	6	0.814815
Clonal_evolution_65897093.dat	0.000002000000	0.000300000000	1	1	0.000000
Clonal_evolution_6589858.dat	0.000020000000	0.004000000000	4	3	0.666667
Clonal_evolution_65899566.dat	0.000000600000	0.007000000000	1	1	0.000000
Clonal_evolution_65900410.dat	0.000008000000	0.000200000000	4	2	0.500000
Clonal_evolution_65902296.dat	0.000001000000	0.000900000000	1	1	0.000000
Clonal_evolution_65902774.dat	0.000090000000	0.004000	7	6	0.833333
Clonal_evolution_65902822.dat	0.000600000000	0.000700000000	7	2	0.416667
Clonal_evolution_65903478.dat	0.000002000000	0.007000000000	1	1	0.000000
Clonal_evolution_65903570.dat	0.000020000000	0.009000000000	3	2	0.500000
Clonal_evolution_65907606.dat	0.000009000000	0.000100000000	7	4	0.583333
Clonal_evolution_65910932.dat	0.000060000000	0.000900000000	7	5	0.800000
Clonal_evolution_6591115.dat	0.000001	0.005000	1	1	0.000000
Clonal_evolution_65914167.dat	0.000020000000	0.000300000000	6	5	0.800000
Clonal_evolution_65915467.dat	0.000090000000	0.006000000000	3	1	0.000000
Clonal_evolution_65916839.dat	0.000000800000	0.000700000000	1	1	0.000000
Clonal_evolution_65918452.dat	0.000000800000	0.006000000000	1	1	0.000000
Clonal_evolution_65919503.dat	0.000070000000	0.005000000000	5	4	0.750000
Clonal_evolution_65921313.dat	0.000600000000	0.000800000000	4	2	0.500000
Clonal_evolution_65921593.dat	0.000002000000	0.002000000000	1	1	0.000000
Clonal_evolution_65923820.dat	0.000000800000	0.000400000000	2	1	0.000000
Clonal_evolution_65924414.dat	0.000070000000	0.005000000000	8	7	0.857143
Clonal_evolution_65925392.dat	0.000003000000	0.003000000000	1	1	0.000000
Clonal_evolution_65925533.dat	0.000000800000	0.000900000000	1	1	0.000000
Clonal_evolution_65929523.dat	0.000060000000	0.000200000000	13	8	0.854167
Clonal_evolution_65930082.dat	0.000020000000	0.000100000000	11	8	0.862500
Clonal_evolution_65930308.dat	0.000600000000	0.000900000000	5	2	0.375000
Clonal_evolution_65931448.dat	0.000060000000	0.004000000000	5	4	0.750000
Clonal_evolution_65935713.dat	0.000000800000	0.000500000000	1	1	0.000000
Clonal_evolution_65936780.dat	0.000000800000	0.900000000000	1	1	0.000000
Clonal_evolution_65939037.dat	0.000001000000	0.009000000000	1	1	0.000000
Clonal_evolution_65944952.dat	0.000002000000	0.000200000000	3	2	0.500000
Clonal_evolution_65945005.dat	0.000090000000	0.009000000000	4	3	0.666667
Clonal_evolution_65950411.dat	0.000600000000	0.000200000000	1	1	0.000000
Clonal_evolution_65955436.dat	0.000030000000	0.004000000000	3	1	0.000000
Clonal_evolution_65957449.dat	0.000090000000	0.003000000000	5	3	0.583333
Clonal_evolution_65957788.dat	0.000008000000	0.004000000000	2	1	0.000000
Clonal_evolution_65963559.dat	0.000040000000	0.050000000000	1	1	0.000000
Clonal_evolution_65963635.dat	0.000000500000	0.000700000000	1	1	0.000000
Clonal_evolution_65968953.dat	0.000080000000	0.000900000000	4	2	0.500000
Clonal_evolution_65970147.dat	0.000007000000	0.000100000000	3	1	0.000000
Clonal_evolution_65979323.dat	0.000900000000	0.000800000000	1	1	0.000000
Clonal_evolution_65979853.dat	0.000005000000	0.000400000000	3	2	0.500000
Clonal_evolution_65980928.dat	0.000090000000	0.002000000000	7	5	0.766667
Clonal_evolution_65980989.dat	0.000000500000	0.050000000000	1	1	0.000000
Clonal_evolution_65982927.dat	0.000090000000	0.004000000000	6	4	0.750000
Clonal_evolution_65986869.dat	0.000007000000	0.500000000000	1	1	0.000000
Clonal_evolution_65989949.dat	0.000030000000	0.010000000000	2	1	0.000000
Clonal_evolution_65990085.dat	0.000008000000	0.900000000000	1	1	0.000000
Clonal_evolution_65990612.dat	0.000060	0.006000	4	2	0.500000
Clonal_evolution_65991103.dat	0.000002000000	0.500000000000	1	1	0.000000
Clonal_evolution_65991441.dat	0.000007000000	0.500000000000	1	1	0.000000
Clonal_evolution_65991911.dat	0.000040000000	0.002000000000	3	1	0.000000
Clonal_evolution_65994465.dat	0.000005000000	0.005000000000	3	2	0.500000
Clonal_evolution_66002560.dat	0.000000900000	0.000800000000	1	1	0.000000
Clonal_evolution_6600498.dat	0.001000000000	0.100000000000	5	4	0.750000
Clonal_evolution_6600791.dat	0.000090000000	0.002000000000	3	1	0.000000
Clonal_evolution_66007971.dat	0.000000600000	0.050000000000	1	1	0.000000
Clonal_evolution_66008155.dat	0.000020000000	0.000100000000	11	8	0.762500
Clonal_evolution_66014413.dat	0.000000400000	0.004000000000	1	1	0.000000
Clonal_evolution_66014897.dat	0.000005000000	0.000800000000	1	1	0.000000
Clonal_evolution_66022792.dat	0.000002000000	0.100000000000	1	1	0.000000
Clonal_evolution_66023753.dat	0.000000400000	0.000100000000	2	1	0.000000
Clonal_evolution_66023987.dat	0.000070000000	0.000500000000	9	7	0.839286
Clonal_evolution_66025785.dat	0.000070000000	0.000600000000	8	3	0.666667
Clonal_evolution_66025797.dat	0.000004000000	0.000100000000	5	3	0.583333
Clonal_evolution_66027652.dat	0.000050000000	0.100000000000	1	1	0.000000
Clonal_evolution_66028079.dat	0.000000300000	0.500000000000	1	1	0.000000
Clonal_evolution_66034601.dat	0.000050000000	0.004000000000	4	3	0.666667
Clonal_evolution_66035949.dat	0.000002000000	0.000700000000	1	1	0.000000
Clonal_evolution_6603652.dat	0.000008000000	0.007000	2	1	0.000000
Clonal_evolution_66044896.dat	0.000070000000	0.007000000000	3	2	0.500000
Clonal_evolution_66045362.dat	0.000009000000	0.000800000000	4	2	0.500000
Clonal_evolution_66047379.dat	0.000001000000	0.000100000000	4	3	0.666667
Clonal_evolution_66047752.dat	0.000020000000	0.100000000000	1	1	0.000000
Clonal_evolution_66048390.dat	0.000000600000	0.004000000000	1	1	0.000000
Clonal_evolution_66052434.dat	0.000000600000	0.000800000000	1	1	0.000000
Clonal_evolution_66054445.dat	0.000009000000	0.000300000000	2	1	0.000000
Clonal_evolution_66058139.dat	0.000000300000	0.009000000000	1	1	0.000000
Clonal_evolution_66058209.dat	0.000000100000	0.900000000000	1	1	0.000000
Clonal_evolution_66063404.dat	0.000040000000	0.500000000000	1	1	0.000000
Clonal_evolution_66067815.dat	0.000000200000	0.003000000000	1	1	0.000000
Clonal_evolution_66071685.dat	0.000000300000	0.050000000000	1	1	0.000000
Clonal_evolution_66071707.dat	0.000002000000	0.002000000000	2	1	0.000000
Clonal_evolution_66071762.dat	0.000090000000	0.500000000000	1	1	0.000000
Clonal_evolution_66073910.dat	0.000050000000	0.000300000000	5	3	0.583333
Clonal_evolution_66077689.dat	0.000040000000	0.006000000000	2	1	0.000000
Clonal_evolution_66078836.dat	0.000060000000	0.010000000000	5	4	0.750000
Clonal_evolution_66082164.dat	0.000009000000	0.000200000000	6	5	0.800000
Clonal_evolution_6608226.dat	0.000000200000	0.000100000000	1	1	0.000000
Clonal_evolution_66082528.dat	0.000010000000	0.003000000000	2	1	0.000000
Clonal_evolution_66089901.dat	0.000000500000	0.005000	1	1	0.000000
Clonal_evolution_66090575.dat	0.000000200000	0.000300000000	1	1	0.000000
Clonal_evolution_66091213.dat	0.000020000000	0.050000000000	1	1	0.000000
Clonal_evolution_66094308.dat	0.000050000000	0.004000000000	4	3	0.666667
Clonal_evolution_6609536.dat	0.000000800000	0.009000000000	1	1	0.000000
Clonal_evolution_66096758.dat	0.000300000000	0.050000000000	3	2	0.500000
Clonal_evolution_66102829.dat	0.000001000000	0.002000000000	1	1	0.000000
Clonal_evolution_66103635.dat	0.000700000000	1.000000000000	1	1	0.000000
Clonal_evolution_66109636.dat	0.000000400000	0.000400000000	1	1	0.000000
Clonal_evolution_66109969.dat	0.000001000000	0.000200000000	1	1	0.000000
Clonal_evolution_66110183.dat	0.000000900000	0.100000000000	1	1	0.000000
Clonal_evolution_66111654.dat	0.000006000000	0.009000000000	2	1	0.000000
Clonal_evolution_66112472.dat	0.000000200000	0.100000000000	1	1	0.000000
Clonal_evolution_6611462.dat	0.000000800000	0.000700000000	2	1	0.000000
Clonal_evolution_66115870.dat	0.000001000000	0.000600000000	1	1	0.000000
Clonal_evolution_66115980.dat	0.000030000000	0.000800000000	3	2	0.500000
Clonal_evolution_66116583.dat	0.000000300000	0.000100000000	1	1	0.000000
Clonal_evolution_66117115.dat	0.000000600000	0.001000000000	1	1	0.000000
Clonal_evolution_6611982.dat	0.000003000000	0.001000000000	1	1	0.000000
Clonal_evolution_66122919.dat	0.000000800000	0.002000000000	1	1	0.000000
Clonal_evolution_66127158.dat	0.000020000000	0.009000000000	3	2	0.500000
Clonal_evolution_66129978.dat	0.000002000000	0.500000000000	1	1	0.000000
Clonal_evolution_66130063.dat	0.000004000000	0.000900000000	2	1	0.000000
Clonal_evolution_66132828.dat	0.000007000000	0.009000000000	2	1	0.000000
Clonal_evolution_66135484.dat	0.000000500000	0.010000000000	1	1	0.000000
Clonal_evolution_66136807.dat	0.000090000000	0.000800000000	6	4	0.750000
Clonal_evolution_6613973.dat	0.000300000000	0.000400000000	6	3	0.533333
Clonal_evolution_66140799.dat	0.000000900000	0.000500000000	1	1	0.000000
Clonal_evolution_6614279.dat	0.000003000000	0.500000000000	1	1	0.000000
Clonal_evolution_66143111.dat	0.000090000000	0.000900000000	6	3	0.600000
Clonal_evolution_66143410.dat	0.000007000000	0.000400000000	2	1	0.000000
Clonal_evolution_66144373.dat	0.000040000000	0.000700000000	6	3	0.666667
Clonal_evolution_66147556.dat	0.000000400000	0.000600000000	1	1	0.000000
Clonal_evolution_66149955.dat	0.000700000000	0.000600000000	4	3	0.666667
Clonal_evolution_66151781.dat	0.000001000000	0.000300000000	2	1	0.000000
Clonal_evolution_66162902.dat	0.000006000000	0.050000000000	1	1	0.000000
Clonal_evolution_66163722.dat	0.000004000000	0.002000000000	1	1	0.000000
Clonal_evolution_6616487.dat	0.000030000000	0.000600000000	6	4	0.750000
Clonal_evolution_66166361.dat	0.000006000000	0.000300000000	4	3	0.666667
Clonal_evolution_66167277.dat	0.000005000000	0.000100000000	5	2	0.500000
Clonal_evolution_66171066.dat	0.000000100000	0.100000000000	1	1	0.000000
Clonal_evolution_66187796.dat	0.000040000000	0.000500000000	5	2	0.250000
Clonal_evolution_66187928.dat	0.000020000000	0.000600000000	6	4	0.750000
Clonal_evolution_66188354.dat	0.000500000000	0.003000000000	8	3	0.666667
Clonal_evolution_6619032.dat	0.000060000000	0.004000000000	5	4	0.750000
Clonal_evolution_66190569.dat	0.000020000000	0.002000000000	4	2	0.500000
Clonal_evolution_66190916.dat	0.000003000000	0.100000000000	1	1	0.000000
Clonal_evolution_66200442.dat	0.000000800000	0.000200000000	1	1	0.000000
Clonal_evolution_66202584.dat	0.000005000000	0.006000	2	1	0.000000
Clonal_evolution_66202726.dat	0.000060000000	0.000800000000	8	5	0.685714
Clonal_evolution_66202748.dat	0.000070000000	0.000800000000	8	6	0.761905
Clonal_evolution_66203361.dat	0.000030000000	0.002000000000	2	1	0.000000
Clonal_evolution_66203451.dat	0.000000900000	0.009000000000	1	1	0.000000
Clonal_evolution_66203461.dat	0.000010000000	0.003000000000	1	1	0.000000
Clonal_evolution_66204119.dat	0.000070000000	0.100000000000	1	1	0.000000
Clonal_evolution_66206734.dat	0.000000300000	0.500000000000	1	1	0.000000
Clonal_evolution_66207102.dat	0.000600000000	0.000400000000	4	2	0.500000
Clonal_evolution_66209105.dat	0.000100000000	0.001000000000	9	6	0.770833
Clonal_evolution_66210356.dat	0.000000700000	0.001000000000	1	1	0.000000
Clonal_evolution_6621089.dat	0.000090000000	0.000900000000	6	4	0.600000
Clonal_evolution_66211789.dat	0.000080000000	0.500000000000	1	1	0.000000
Clonal_evolution_66211829.dat	0.000020000000	0.000200000000	5	4	0.750000
Clonal_evolution_66216769.dat	0.000060000000	0.000800000000	8	5	0.771429
Clonal_evolution_66217177.dat	0.000004000000	0.050000000000	1	1	0.000000
Clonal_evolution_66217682.dat	0.000010000000	0.002000000000	2	1	0.000000
Clonal_evolution_66220216.dat	0.000009000000	0.000400000000	5	4	0.750000
Clonal_evolution_66220691.dat	0.000000300000	0.009000	1	1	0.000000
Clonal_evolution_66221936.dat	0.000000300000	0.000500000000	1	1	0.000000
Clonal_evolution_66222979.dat	0.000080000000	0.002000000000	3	2	0.500000
Clonal_evolution_66224115.dat	0.000000500000	0.000900000000	1	1	0.000000
Clonal_evolution_66228647.dat	0.000004000000	0.005000000000	1	1	0.000000
Clonal_evolution_66229199.dat	0.000010000000	0.000900000000	5	4	0.750000
Clonal_evolution_66229691.dat	0.000010000000	0.002000000000	3	1	0.000000
Clonal_evolution_66231358.dat	0.000700000000	0.007000000000	6	4	0.700000
Clonal_evolution_66233455.dat	0.000010000000	0.000500000000	7	6	0.833333
Clonal_evolution_66233663.dat	0.000006000000	0.003000000000	2	1	0.000000
Clonal_evolution_66236642.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_66239096.dat	0.000070000000	0.000300000000	9	6	0.791667
Clonal_evolution_66241039.dat	0.000400000000	0.004000000000	11	9	0.888889
Clonal_evolution_66243226.dat	0.000090000000	0.007000000000	6	5	0.800000
Clonal_evolution_6624593.dat	0.000050000000	0.000800000000	6	5	0.800000
Clonal_evolution_66247759.dat	0.000006000000	0.100000000000	1	1	0.000000
Clonal_evolution_66249355.dat	0.000010000000	0.009000	3	2	0.500000
Clonal_evolution_66253162.dat	0.000000600000	0.000100000000	1	1	0.000000
