Sample	Mut_Rate	Fitness	Nodes	Leaves	Tree_Score
Clonal_evolution_32055850.dat	0.000800000000	0.006000000000	8	5	0.742857
Clonal_evolution_32060644.dat	0.000008000000	0.001000000000	1	1	0.000000
Clonal_evolution_32068249.dat	0.000060000000	0.050000000000	1	1	0.000000
Clonal_evolution_32068670.dat	0.000010000000	0.100000000000	1	1	0.000000
Clonal_evolution_32068755.dat	0.000400000000	0.000900000000	7	4	0.625000
Clonal_evolution_32069092.dat	0.000001000000	0.006000000000	2	1	0.000000
Clonal_evolution_32070519.dat	0.000050000000	0.004000000000	4	3	0.666667
Clonal_evolution_3207171.dat	0.000003000000	0.004000000000	1	1	0.000000
Clonal_evolution_3207309.dat	0.000000200000	0.003000000000	1	1	0.000000
Clonal_evolution_32074357.dat	0.000002000000	0.004000000000	1	1	0.000000
Clonal_evolution_32078594.dat	0.000000900000	0.000700000000	1	1	0.000000
Clonal_evolution_32079213.dat	0.000003000000	0.000700000000	1	1	0.000000
Clonal_evolution_32084873.dat	0.000000100000	0.500000000000	1	1	0.000000
Clonal_evolution_3208690.dat	0.000010000000	0.000600000000	4	2	0.500000
Clonal_evolution_3208852.dat	0.000200000000	0.004000000000	7	4	0.750000
Clonal_evolution_32089901.dat	0.000002000000	0.000500000000	4	3	0.666667
Clonal_evolution_32090988.dat	0.000001000000	0.000200000000	3	2	0.500000
Clonal_evolution_32094110.dat	0.000003000000	0.009000000000	1	1	0.000000
Clonal_evolution_3209436.dat	0.000009000000	0.006000000000	1	1	0.000000
Clonal_evolution_32095410.dat	0.000080000000	0.009000000000	2	1	0.000000
Clonal_evolution_32098572.dat	0.000080000000	0.000300000000	8	4	0.571429
Clonal_evolution_32099113.dat	0.000020000000	0.000800000000	3	1	0.000000
Clonal_evolution_32099824.dat	0.000010000000	0.000900000000	4	2	0.500000
Clonal_evolution_32103899.dat	0.000080000000	0.000300000000	7	5	0.766667
Clonal_evolution_3210510.dat	0.000060	0.009000	3	2	0.500000
Clonal_evolution_32107617.dat	0.000400000000	0.000800000000	8	4	0.642857
Clonal_evolution_32112849.dat	0.000020000000	0.500000000000	1	1	0.000000
Clonal_evolution_32118876.dat	0.000020000000	0.000200000000	10	8	0.875000
Clonal_evolution_32119518.dat	0.000004000000	0.000500000000	2	1	0.000000
Clonal_evolution_32121184.dat	0.000000200000	0.000700000000	1	1	0.000000
Clonal_evolution_32124572.dat	0.000007000000	0.007000	2	1	0.000000
Clonal_evolution_32124596.dat	0.000060000000	0.000500000000	8	6	0.738095
Clonal_evolution_32124719.dat	0.000000600000	0.100000000000	1	1	0.000000
Clonal_evolution_32124738.dat	0.000000800000	0.009000000000	1	1	0.000000
Clonal_evolution_32129174.dat	0.000000900000	0.000100000000	1	1	0.000000
Clonal_evolution_32133068.dat	0.000000100000	0.000400000000	1	1	0.000000
Clonal_evolution_32133641.dat	0.000001000000	0.001000000000	1	1	0.000000
Clonal_evolution_32133716.dat	0.000001000000	0.000600000000	2	1	0.000000
Clonal_evolution_32134515.dat	0.000400000000	0.000400000000	4	2	0.333333
Clonal_evolution_32135518.dat	0.000000900000	0.050000000000	1	1	0.000000
Clonal_evolution_32138744.dat	0.000006000000	0.010000000000	1	1	0.000000
Clonal_evolution_32140359.dat	0.000000100000	0.000900000000	1	1	0.000000
Clonal_evolution_3214067.dat	0.000040000000	0.002000000000	5	4	0.750000
Clonal_evolution_32141570.dat	0.000400000000	0.005000000000	10	7	0.857143
Clonal_evolution_32147706.dat	0.000020000000	0.000200000000	6	4	0.750000
Clonal_evolution_32148828.dat	0.000004000000	0.000900000000	2	1	0.000000
Clonal_evolution_32151180.dat	0.000000400000	0.000800000000	1	1	0.000000
Clonal_evolution_32159468.dat	0.000001000000	0.000600000000	2	1	0.000000
Clonal_evolution_3216262.dat	0.000080000000	0.007000000000	4	2	0.500000
Clonal_evolution_32163810.dat	0.000002000000	0.010000000000	2	1	0.000000
Clonal_evolution_32165022.dat	0.000020000000	0.000800000000	4	3	0.666667
Clonal_evolution_32165024.dat	0.000001000000	0.900000000000	1	1	0.000000
Clonal_evolution_32165626.dat	0.000004000000	0.050000000000	1	1	0.000000
Clonal_evolution_32168533.dat	0.000000900000	0.900000000000	1	1	0.000000
Clonal_evolution_32175824.dat	0.001000000000	0.100000000000	2	1	0.000000
Clonal_evolution_32176628.dat	0.000001000000	0.001000000000	1	1	0.000000
Clonal_evolution_32180762.dat	0.000000800000	0.000300000000	1	1	0.000000
Clonal_evolution_32181153.dat	0.000004000000	0.050000000000	1	1	0.000000
Clonal_evolution_32186289.dat	0.000009000000	0.000900000000	2	1	0.000000
Clonal_evolution_32187574.dat	0.000000500000	0.003000000000	1	1	0.000000
Clonal_evolution_32189121.dat	0.000020000000	0.009000000000	2	1	0.000000
Clonal_evolution_32190800.dat	0.000008000000	0.000500000000	3	2	0.500000
Clonal_evolution_32191350.dat	0.000000800000	0.007000000000	1	1	0.000000
Clonal_evolution_32197566.dat	0.000003000000	0.050000000000	1	1	0.000000
Clonal_evolution_32199844.dat	0.000800000000	0.000400000000	3	1	0.000000
Clonal_evolution_32200262.dat	0.000005000000	0.003000000000	2	1	0.000000
Clonal_evolution_32203548.dat	0.000600000000	0.900000000000	1	1	0.000000
Clonal_evolution_32204195.dat	0.000004000000	0.000800000000	2	1	0.000000
Clonal_evolution_32208195.dat	0.000000800000	0.004000	1	1	0.000000
Clonal_evolution_32210390.dat	0.000002000000	0.000600000000	1	1	0.000000
Clonal_evolution_32216221.dat	0.000030000000	0.002000000000	4	3	0.666667
Clonal_evolution_32216884.dat	0.000005000000	0.006000000000	1	1	0.000000
Clonal_evolution_32221467.dat	0.000090000000	0.003000000000	5	4	0.750000
Clonal_evolution_32226090.dat	0.000030000000	0.100000000000	1	1	0.000000
Clonal_evolution_32230528.dat	0.000007000000	0.000300000000	2	1	0.000000
Clonal_evolution_32232457.dat	0.000003000000	0.001000000000	1	1	0.000000
Clonal_evolution_32233805.dat	0.000002000000	0.007000000000	1	1	0.000000
Clonal_evolution_32236623.dat	0.000005000000	0.000900000000	2	1	0.000000
Clonal_evolution_32237357.dat	0.000005000000	0.005000000000	1	1	0.000000
Clonal_evolution_32237713.dat	0.000200000000	0.000700000000	8	5	0.771429
Clonal_evolution_32239690.dat	0.000090000000	0.000800000000	9	6	0.812500
Clonal_evolution_32248213.dat	0.000020000000	0.005000000000	2	1	0.000000
Clonal_evolution_3225007.dat	0.000080000000	0.500000000000	1	1	0.000000
Clonal_evolution_32256550.dat	0.000070000000	0.000700000000	10	7	0.857143
Clonal_evolution_32259209.dat	0.000800000000	0.500000000000	1	1	0.000000
Clonal_evolution_32260957.dat	0.000050000000	0.900000000000	1	1	0.000000
Clonal_evolution_32263214.dat	0.000002000000	0.500000000000	1	1	0.000000
Clonal_evolution_32268297.dat	0.000007000000	0.009000000000	1	1	0.000000
Clonal_evolution_32272946.dat	0.000005000000	0.500000000000	1	1	0.000000
Clonal_evolution_322754.dat	0.000060000000	0.000700000000	11	8	0.787500
Clonal_evolution_32277867.dat	0.000005000000	0.003000	1	1	0.000000
Clonal_evolution_32277913.dat	0.000080000000	0.002000000000	8	5	0.800000
Clonal_evolution_32281013.dat	0.000600000000	0.010000000000	9	6	0.812500
Clonal_evolution_32282357.dat	0.000070000000	0.006000000000	3	1	0.000000
Clonal_evolution_32284552.dat	0.000006000000	0.002000000000	2	1	0.000000
Clonal_evolution_32284647.dat	0.000040000000	0.005000000000	2	1	0.000000
Clonal_evolution_3229155.dat	0.000009000000	0.000900000000	4	3	0.666667
Clonal_evolution_3229295.dat	0.000010000000	0.001000000000	3	2	0.500000
Clonal_evolution_32298574.dat	0.000080000000	0.000600000000	8	4	0.607143
Clonal_evolution_32301194.dat	0.000000100000	0.100000000000	1	1	0.000000
Clonal_evolution_32301541.dat	0.000000100000	0.100000000000	1	1	0.000000
Clonal_evolution_32302019.dat	0.000006000000	0.900000000000	1	1	0.000000
Clonal_evolution_32304552.dat	0.000002000000	0.009000000000	1	1	0.000000
Clonal_evolution_32305313.dat	0.000000700000	0.000300000000	1	1	0.000000
Clonal_evolution_32309985.dat	0.000600000000	0.009000000000	7	4	0.750000
Clonal_evolution_32316787.dat	0.000080000000	0.009000000000	3	1	0.000000
Clonal_evolution_32317623.dat	0.000000900000	0.000800000000	1	1	0.000000
Clonal_evolution_32318548.dat	0.000000200000	0.500000000000	1	1	0.000000
Clonal_evolution_32318981.dat	0.000060000000	0.000900000000	9	7	0.857143
Clonal_evolution_32319155.dat	0.000000700000	0.006000	1	1	0.000000
Clonal_evolution_32321318.dat	0.000040000000	0.001000000000	4	3	0.666667
Clonal_evolution_32321334.dat	0.000050000000	0.500000000000	1	1	0.000000
Clonal_evolution_32323019.dat	0.000000300000	0.000100000000	1	1	0.000000
Clonal_evolution_32324656.dat	0.000060000000	0.000800000000	7	4	0.750000
Clonal_evolution_32328097.dat	0.000000600000	0.006000000000	1	1	0.000000
Clonal_evolution_32330563.dat	0.000009000000	0.100000000000	1	1	0.000000
Clonal_evolution_3233123.dat	0.000006000000	0.000800000000	3	2	0.500000
Clonal_evolution_32339220.dat	0.000000400000	0.100000000000	1	1	0.000000
Clonal_evolution_32340938.dat	0.000000300000	0.000700000000	1	1	0.000000
Clonal_evolution_32341538.dat	0.000001000000	0.000100000000	1	1	0.000000
Clonal_evolution_32342872.dat	0.000005000000	0.006000000000	1	1	0.000000
Clonal_evolution_32345514.dat	0.000080000000	0.002000000000	7	6	0.833333
Clonal_evolution_32348798.dat	0.000050000000	0.007000000000	5	4	0.750000
Clonal_evolution_32352941.dat	0.000020000000	0.000100000000	9	6	0.770833
Clonal_evolution_32353530.dat	0.000000700000	0.000700000000	2	1	0.000000
Clonal_evolution_32356168.dat	0.000090000000	0.009000000000	5	4	0.750000
Clonal_evolution_3235624.dat	0.000500000000	0.050000000000	2	1	0.000000
Clonal_evolution_32360988.dat	0.000020000000	0.000700000000	3	2	0.500000
Clonal_evolution_3236983.dat	0.000040000000	0.003000000000	3	2	0.500000
Clonal_evolution_32372033.dat	0.000007000000	0.000400000000	2	1	0.000000
Clonal_evolution_32372147.dat	0.000060000000	0.000100000000	9	5	0.700000
Clonal_evolution_32374566.dat	0.000070000000	0.000500000000	9	5	0.775000
Clonal_evolution_32375901.dat	0.000020000000	0.009000	3	2	0.500000
Clonal_evolution_32376440.dat	0.000010000000	0.000600000000	4	3	0.666667
Clonal_evolution_32380858.dat	0.000007000000	0.006000000000	1	1	0.000000
Clonal_evolution_32381257.dat	0.000030000000	0.006000000000	2	1	0.000000
Clonal_evolution_32384730.dat	0.000040000000	0.050000000000	1	1	0.000000
Clonal_evolution_32386113.dat	0.000010000000	0.000100000000	10	7	0.825397
Clonal_evolution_32388006.dat	0.000003000000	0.010000000000	2	1	0.000000
Clonal_evolution_32389747.dat	0.000010000000	0.000700000000	2	1	0.000000
Clonal_evolution_32390461.dat	0.000005000000	0.004000	2	1	0.000000
Clonal_evolution_32396119.dat	0.000002000000	0.000100000000	1	1	0.000000
Clonal_evolution_32401041.dat	0.000040000000	0.000500000000	7	4	0.750000
Clonal_evolution_32401262.dat	0.000002000000	0.000400000000	3	1	0.000000
Clonal_evolution_32404632.dat	0.000000800000	0.000800000000	1	1	0.000000
Clonal_evolution_32409237.dat	0.000002000000	0.000700000000	3	2	0.500000
Clonal_evolution_32410259.dat	0.000030000000	0.500000000000	1	1	0.000000
Clonal_evolution_32411781.dat	0.000080000000	0.003000000000	4	3	0.666667
Clonal_evolution_32417274.dat	0.000030000000	0.007000000000	5	4	0.750000
Clonal_evolution_32418093.dat	0.000004000000	0.000500000000	4	2	0.500000
Clonal_evolution_32420743.dat	0.000090000000	0.000900000000	10	8	0.875000
Clonal_evolution_32430369.dat	0.000020000000	0.006000000000	1	1	0.000000
Clonal_evolution_32432887.dat	0.000050000000	0.000100000000	4	2	0.333333
Clonal_evolution_32433168.dat	0.000040000000	0.000300000000	6	4	0.700000
Clonal_evolution_32435995.dat	0.000000900000	0.006000	1	1	0.000000
Clonal_evolution_32436428.dat	0.000050000000	0.900000000000	1	1	0.000000
Clonal_evolution_32440524.dat	0.000000100000	0.001000000000	1	1	0.000000
Clonal_evolution_324413.dat	0.000070000000	0.000300000000	11	7	0.800000
Clonal_evolution_3244145.dat	0.000900000000	0.500000000000	1	1	0.000000
Clonal_evolution_32444381.dat	0.000060000000	0.007000000000	5	4	0.750000
Clonal_evolution_32451346.dat	0.000000900000	0.100000000000	1	1	0.000000
Clonal_evolution_32454200.dat	0.000000300000	0.000700000000	1	1	0.000000
Clonal_evolution_32454916.dat	0.000000400000	0.000800000000	1	1	0.000000
Clonal_evolution_32458704.dat	0.000000800000	0.000500000000	1	1	0.000000
Clonal_evolution_32466095.dat	0.000009000000	0.001000000000	3	2	0.500000
Clonal_evolution_32466116.dat	0.000070000000	0.000600000000	10	5	0.688889
Clonal_evolution_32468589.dat	0.000002000000	0.003000000000	1	1	0.000000
Clonal_evolution_32472719.dat	0.000030000000	0.007000000000	4	3	0.666667
Clonal_evolution_3247470.dat	0.000040000000	0.000600000000	9	7	0.857143
Clonal_evolution_32476804.dat	0.000002000000	0.000400000000	1	1	0.000000
Clonal_evolution_32479984.dat	0.000007000000	0.002000000000	5	4	0.750000
Clonal_evolution_32481856.dat	0.000002000000	0.000700000000	1	1	0.000000
Clonal_evolution_32484375.dat	0.000000300000	0.100000000000	1	1	0.000000
Clonal_evolution_3248546.dat	0.000002000000	0.500000000000	1	1	0.000000
Clonal_evolution_32488425.dat	0.000030000000	0.000600000000	10	7	0.857143
Clonal_evolution_32489666.dat	0.000001000000	0.100000000000	1	1	0.000000
Clonal_evolution_32490403.dat	0.000040000000	0.000600000000	7	5	0.733333
Clonal_evolution_3249207.dat	0.000000100000	0.003000000000	1	1	0.000000
Clonal_evolution_32492541.dat	0.000009000000	0.000800000000	2	1	0.000000
Clonal_evolution_32495702.dat	0.000060000000	0.009000000000	3	2	0.500000
Clonal_evolution_32496871.dat	0.000005000000	0.001000000000	3	2	0.500000
Clonal_evolution_32498856.dat	0.000000900000	0.002000000000	2	1	0.000000
Clonal_evolution_3249918.dat	0.000005000000	0.050000000000	1	1	0.000000
Clonal_evolution_32499982.dat	0.000010000000	0.001000000000	1	1	0.000000
Clonal_evolution_32500116.dat	0.000000500000	0.000200000000	1	1	0.000000
Clonal_evolution_32507183.dat	0.000090000000	0.000400000000	8	4	0.535714
Clonal_evolution_32509681.dat	0.000070000000	0.010000000000	2	1	0.000000
Clonal_evolution_32510108.dat	0.000040000000	0.000500000000	10	7	0.793651
Clonal_evolution_32522593.dat	0.000000500000	0.006000000000	1	1	0.000000
Clonal_evolution_32522662.dat	0.000040000000	0.007000000000	2	1	0.000000
Clonal_evolution_32522951.dat	0.000060000000	0.004000000000	5	3	0.666667
Clonal_evolution_32529481.dat	0.000001000000	0.006000000000	1	1	0.000000
Clonal_evolution_32531015.dat	0.000000700000	0.005000000000	1	1	0.000000
Clonal_evolution_32532751.dat	0.000000500000	0.100000000000	1	1	0.000000
Clonal_evolution_32533114.dat	0.000005000000	0.005000000000	1	1	0.000000
Clonal_evolution_32536497.dat	0.000002000000	0.000200000000	2	1	0.000000
Clonal_evolution_32536792.dat	0.000006000000	0.000300000000	2	1	0.000000
Clonal_evolution_32537115.dat	0.000050000000	0.500000000000	1	1	0.000000
Clonal_evolution_32541289.dat	0.000000500000	0.000900000000	1	1	0.000000
Clonal_evolution_32541554.dat	0.000050000000	0.000700000000	5	4	0.750000
Clonal_evolution_32541909.dat	0.000090000000	0.100000000000	1	1	0.000000
Clonal_evolution_32542238.dat	0.000001000000	0.000300000000	2	1	0.000000
Clonal_evolution_32543750.dat	0.000005000000	0.003000000000	3	2	0.500000
Clonal_evolution_32544251.dat	0.000020000000	0.005000000000	2	1	0.000000
Clonal_evolution_32546524.dat	0.000090000000	0.000500000000	10	7	0.761905
Clonal_evolution_32548984.dat	0.000000500000	0.001000000000	1	1	0.000000
Clonal_evolution_32552149.dat	0.000007000000	0.009000000000	1	1	0.000000
Clonal_evolution_32554044.dat	0.000090000000	0.050000000000	3	2	0.500000
Clonal_evolution_32563865.dat	0.000007000000	0.000400000000	2	1	0.000000
Clonal_evolution_32565962.dat	0.000020000000	0.000100000000	5	2	0.500000
Clonal_evolution_3256923.dat	0.000060000000	0.000400000000	8	6	0.833333
Clonal_evolution_32571929.dat	0.000010000000	0.005000	2	1	0.000000
Clonal_evolution_32580118.dat	0.000030000000	0.100000000000	3	2	0.500000
Clonal_evolution_32581086.dat	0.000090000000	0.000200000000	5	2	0.375000
Clonal_evolution_32583651.dat	0.000010000000	0.001000000000	2	1	0.000000
Clonal_evolution_32587608.dat	0.000000800000	0.900000000000	1	1	0.000000
Clonal_evolution_32588411.dat	0.000080000000	0.009000	6	5	0.800000
Clonal_evolution_32590514.dat	0.000010000000	0.002000000000	1	1	0.000000
Clonal_evolution_32590812.dat	0.000000200000	0.050000000000	1	1	0.000000
Clonal_evolution_32594491.dat	0.000020000000	0.001000000000	3	1	0.000000
Clonal_evolution_32596770.dat	0.000004000000	0.010000000000	1	1	0.000000
Clonal_evolution_32599632.dat	0.000070000000	0.007000000000	5	4	0.750000
Clonal_evolution_32600687.dat	0.000200000000	0.000300000000	5	3	0.666667
Clonal_evolution_32600975.dat	0.000000400000	0.000700000000	1	1	0.000000
Clonal_evolution_32607409.dat	0.000060000000	0.000300000000	7	4	0.708333
Clonal_evolution_32607756.dat	0.000002000000	0.001000000000	1	1	0.000000
Clonal_evolution_32613775.dat	0.000000200000	0.000100000000	1	1	0.000000
Clonal_evolution_32615003.dat	0.000005000000	0.000500000000	4	3	0.666667
Clonal_evolution_32620213.dat	0.000020000000	0.009000000000	1	1	0.000000
Clonal_evolution_32620441.dat	0.000005000000	0.000100000000	4	3	0.666667
Clonal_evolution_32622337.dat	0.000001000000	0.000600000000	1	1	0.000000
Clonal_evolution_32627854.dat	0.000000200000	0.900000000000	1	1	0.000000
Clonal_evolution_32630255.dat	0.000007000000	0.100000000000	1	1	0.000000
Clonal_evolution_32639518.dat	0.000070000000	0.000700000000	9	7	0.803571
Clonal_evolution_32640801.dat	0.000010000000	0.000400000000	2	1	0.000000
Clonal_evolution_32643593.dat	0.000000400000	0.010000000000	1	1	0.000000
Clonal_evolution_32646638.dat	0.000090000000	0.500000000000	1	1	0.000000
Clonal_evolution_3265122.dat	0.000002000000	0.900000000000	1	1	0.000000
Clonal_evolution_32653914.dat	0.000000100000	0.000600000000	1	1	0.000000
Clonal_evolution_32656760.dat	0.000000800000	0.000500000000	1	1	0.000000
Clonal_evolution_32656815.dat	0.000040000000	0.900000000000	1	1	0.000000
Clonal_evolution_32661890.dat	0.000300000000	0.000700000000	8	5	0.771429
Clonal_evolution_32665349.dat	0.000009000000	0.000900000000	2	1	0.000000
Clonal_evolution_32665588.dat	0.000000600000	0.006000	1	1	0.000000
Clonal_evolution_32668161.dat	0.000002000000	0.002000000000	3	2	0.500000
Clonal_evolution_32670988.dat	0.000008000000	0.000800000000	2	1	0.000000
Clonal_evolution_32675104.dat	0.000009000000	0.001000000000	3	2	0.500000
Clonal_evolution_32682316.dat	0.000000300000	0.004000000000	1	1	0.000000
Clonal_evolution_32684122.dat	0.000040000000	0.000900000000	8	5	0.742857
Clonal_evolution_32688044.dat	0.000004000000	0.000900000000	2	1	0.000000
Clonal_evolution_32688863.dat	0.000004000000	0.000500000000	4	3	0.666667
Clonal_evolution_32690343.dat	0.000040000000	0.009000000000	4	3	0.666667
Clonal_evolution_32692440.dat	0.000100000000	0.001000000000	6	4	0.650000
Clonal_evolution_32692794.dat	0.000060000000	0.004000000000	6	5	0.800000
Clonal_evolution_3269755.dat	0.000050000000	0.100000000000	2	1	0.000000
Clonal_evolution_32699302.dat	0.000020000000	0.009000000000	1	1	0.000000
Clonal_evolution_32701362.dat	0.000050000000	0.001000000000	3	2	0.500000
Clonal_evolution_32701758.dat	0.000000200000	0.010000000000	1	1	0.000000
Clonal_evolution_32704660.dat	0.000040000000	0.000600000000	6	4	0.750000
Clonal_evolution_32706020.dat	0.000009000000	0.002000000000	1	1	0.000000
Clonal_evolution_3270683.dat	0.000000800000	0.000300000000	3	1	0.000000
Clonal_evolution_32713152.dat	0.000002000000	0.006000000000	1	1	0.000000
Clonal_evolution_32713982.dat	0.000000200000	0.500000000000	1	1	0.000000
Clonal_evolution_32715143.dat	0.000000200000	0.000500000000	1	1	0.000000
Clonal_evolution_32716338.dat	0.000006000000	0.000800000000	3	2	0.500000
Clonal_evolution_32717647.dat	0.000006000000	0.001000000000	2	1	0.000000
Clonal_evolution_32719168.dat	0.000008000000	0.005000000000	1	1	0.000000
Clonal_evolution_3272030.dat	0.000030000000	0.010000000000	2	1	0.000000
Clonal_evolution_32720623.dat	0.000070000000	0.000500000000	5	3	0.583333
Clonal_evolution_32724816.dat	0.000500000000	0.000900000000	8	4	0.642857
Clonal_evolution_3272720.dat	0.000000400000	0.900000000000	1	1	0.000000
Clonal_evolution_32731707.dat	0.000001000000	0.001000000000	1	1	0.000000
Clonal_evolution_32733361.dat	0.000007000000	0.004000000000	2	1	0.000000
Clonal_evolution_32734493.dat	0.000005000000	0.000200000000	3	1	0.000000
Clonal_evolution_3273906.dat	0.000040000000	0.002000000000	4	3	0.666667
Clonal_evolution_32740401.dat	0.000000900000	0.010000000000	1	1	0.000000
Clonal_evolution_32742628.dat	0.000000800000	0.000800000000	1	1	0.000000
Clonal_evolution_32743252.dat	0.000000800000	0.000200000000	1	1	0.000000
Clonal_evolution_32748061.dat	0.000007000000	0.000200000000	4	3	0.666667
Clonal_evolution_32748286.dat	0.000002000000	0.009000000000	3	2	0.500000
Clonal_evolution_32751237.dat	0.000060000000	0.002000000000	5	4	0.750000
Clonal_evolution_32760259.dat	0.000060	0.007000	6	5	0.800000
Clonal_evolution_32769668.dat	0.000000200000	0.005000000000	1	1	0.000000
Clonal_evolution_32770466.dat	0.000010000000	0.000200000000	4	3	0.666667
Clonal_evolution_32777936.dat	0.000001000000	0.900000000000	1	1	0.000000
Clonal_evolution_32778222.dat	0.000004000000	0.000500000000	3	2	0.500000
Clonal_evolution_327812.dat	0.000000600000	0.000600000000	2	1	0.000000
Clonal_evolution_3278245.dat	0.000030000000	0.000500000000	7	4	0.625000
Clonal_evolution_3278306.dat	0.000009000000	0.004000000000	1	1	0.000000
Clonal_evolution_32783189.dat	0.000009000000	0.100000000000	1	1	0.000000
Clonal_evolution_32786929.dat	0.000020000000	0.000300000000	4	1	0.000000
Clonal_evolution_3278762.dat	0.000001000000	0.007000000000	2	1	0.000000
Clonal_evolution_32791778.dat	0.000003000000	0.002000000000	1	1	0.000000
Clonal_evolution_32792572.dat	0.000001000000	0.100000000000	1	1	0.000000
Clonal_evolution_32794925.dat	0.000006000000	0.000100000000	7	4	0.708333
Clonal_evolution_32796808.dat	0.000008000000	0.900000000000	1	1	0.000000
Clonal_evolution_32797036.dat	0.000600000000	0.001000000000	6	4	0.750000
Clonal_evolution_32804216.dat	0.000000200000	0.500000000000	1	1	0.000000
Clonal_evolution_3280557.dat	0.000008000000	0.001000000000	2	1	0.000000
Clonal_evolution_32806825.dat	0.000000600000	0.000600000000	2	1	0.000000
Clonal_evolution_32807981.dat	0.000000600000	0.000200000000	1	1	0.000000
Clonal_evolution_32812322.dat	0.000006000000	0.010000000000	2	1	0.000000
Clonal_evolution_3281491.dat	0.000100000000	0.006000	4	3	0.666667
Clonal_evolution_32816409.dat	0.000002000000	0.000400000000	2	1	0.000000
Clonal_evolution_32820360.dat	0.000020000000	0.003000000000	2	1	0.000000
Clonal_evolution_32820991.dat	0.000000600000	0.004000000000	1	1	0.000000
Clonal_evolution_3282107.dat	0.000000900000	0.000300000000	1	1	0.000000
Clonal_evolution_3282140.dat	0.000400000000	0.000700000000	11	6	0.766667
Clonal_evolution_3282344.dat	0.000008000000	0.010000000000	2	1	0.000000
Clonal_evolution_32823514.dat	0.000070000000	0.100000000000	1	1	0.000000
Clonal_evolution_328366.dat	0.000006	0.007000	1	1	0.000000
Clonal_evolution_3283711.dat	0.000006000000	0.003000000000	1	1	0.000000
Clonal_evolution_32837205.dat	0.000020000000	0.005000	4	3	0.666667
Clonal_evolution_32839488.dat	0.000005000000	0.000900000000	1	1	0.000000
Clonal_evolution_32842336.dat	0.000000200000	0.001000000000	1	1	0.000000
Clonal_evolution_32842363.dat	0.000002000000	0.000100000000	3	2	0.500000
Clonal_evolution_32844038.dat	0.000004000000	0.000700000000	1	1	0.000000
Clonal_evolution_32849019.dat	0.000009000000	0.003000000000	1	1	0.000000
Clonal_evolution_32850412.dat	0.000006000000	0.000500000000	2	1	0.000000
Clonal_evolution_32850714.dat	0.000040000000	0.000500000000	7	5	0.800000
Clonal_evolution_32851651.dat	0.000000400000	0.000700000000	1	1	0.000000
Clonal_evolution_32855193.dat	0.000006000000	0.000300000000	5	4	0.750000
Clonal_evolution_32859624.dat	0.000009000000	0.001000000000	4	2	0.500000
Clonal_evolution_32859944.dat	0.000002000000	0.000500000000	2	1	0.000000
Clonal_evolution_32871380.dat	0.000008000000	0.007000000000	4	3	0.666667
Clonal_evolution_32873295.dat	0.000002000000	0.002000000000	2	1	0.000000
Clonal_evolution_32874177.dat	0.000000300000	0.000600000000	2	1	0.000000
Clonal_evolution_32875414.dat	0.000060000000	0.000800000000	7	5	0.700000
Clonal_evolution_32875470.dat	0.000040000000	0.100000000000	1	1	0.000000
Clonal_evolution_32877933.dat	0.000004000000	0.000900000000	1	1	0.000000
Clonal_evolution_32877945.dat	0.000007000000	0.004000000000	3	2	0.500000
Clonal_evolution_32883315.dat	0.000080000000	0.100000000000	1	1	0.000000
Clonal_evolution_32885181.dat	0.000300000000	0.009000000000	5	3	0.666667
Clonal_evolution_32886197.dat	0.000007000000	0.009000	2	1	0.000000
Clonal_evolution_32886400.dat	0.000000100000	0.000800000000	1	1	0.000000
Clonal_evolution_32887138.dat	0.000000300000	0.500000000000	1	1	0.000000
Clonal_evolution_32889643.dat	0.000009000000	0.004000000000	1	1	0.000000
Clonal_evolution_32902566.dat	0.000090000000	0.000600000000	9	6	0.833333
Clonal_evolution_32904679.dat	0.000006000000	0.006000000000	1	1	0.000000
Clonal_evolution_32908214.dat	0.000002000000	0.001000000000	1	1	0.000000
Clonal_evolution_32910453.dat	0.000000200000	0.050000000000	1	1	0.000000
Clonal_evolution_32912267.dat	0.000000900000	0.001000000000	1	1	0.000000
Clonal_evolution_32912540.dat	0.000001	0.007000	1	1	0.000000
Clonal_evolution_3291393.dat	0.000070000000	0.002000000000	7	5	0.766667
Clonal_evolution_32914356.dat	0.000003000000	0.002000000000	1	1	0.000000
Clonal_evolution_32920423.dat	0.000060000000	0.000900000000	7	5	0.800000
Clonal_evolution_3293239.dat	0.000008000000	0.003000000000	1	1	0.000000
Clonal_evolution_32935300.dat	0.000000300000	0.900000000000	1	1	0.000000
Clonal_evolution_32942705.dat	0.000020000000	0.000200000000	5	4	0.750000
Clonal_evolution_32948881.dat	0.000040000000	0.003000000000	3	2	0.500000
Clonal_evolution_32949055.dat	0.000009000000	0.000800000000	2	1	0.000000
Clonal_evolution_3295007.dat	0.000020000000	0.000600000000	8	7	0.857143
Clonal_evolution_32951373.dat	0.000005000000	0.000300000000	5	4	0.750000
Clonal_evolution_32955176.dat	0.000000400000	0.050000000000	1	1	0.000000
Clonal_evolution_3295668.dat	0.000030	0.005000	4	3	0.666667
Clonal_evolution_32957003.dat	0.000900000000	0.006000000000	11	8	0.837500
Clonal_evolution_32961588.dat	0.000000700000	0.007000000000	1	1	0.000000
Clonal_evolution_3296267.dat	0.000030000000	0.000300000000	6	4	0.750000
Clonal_evolution_32964377.dat	0.000000400000	0.005000000000	1	1	0.000000
